34;4;8;0;muon
32;4;6;0;muon
0;5;8;1;muon
33;5;8;0;muon
29;4;12;0;electron
20;3;8;0;muon
35;3;9;0;muon
36;5;8;0;muon
29;4;8;0;muon
39;4;8;0;muon
30;4;10;0;muon
30;4;7;0;electron
13;3;8;0;electron
31;4;8;0;muon
0;4;9;0;muon
31;4;8;0;muon
31;4;11;0;muon
33;5;8;0;electron
36;3;8;0;electron
0;3;8;0;electron
0;3;8;0;muon
35;3;8;0;muon
36;4;4;0;muon
39;4;8;0;muon
30;4;8;1;muon
21;5;8;0;muon
30;4;8;0;muon
23;4;8;0;muon
32;4;9;0;electron
0;3;9;0;muon
27;4;8;0;muon
29;3;8;0;electron
0;4;8;0;muon
0;4;8;0;muon
35;4;8;0;electron
18;4;8;0;electron
33;4;8;1;muon
32;4;8;0;muon
40;5;10;0;muon
0;6;8;0;muon
0;3;9;0;electron
33;4;10;0;muon
38;6;7;0;muon
0;5;8;0;muon
35;4;8;0;muon
21;5;8;0;muon
31;4;9;0;muon
35;4;8;0;electron
37;5;6;0;electron
26;3;8;0;muon
28;4;8;0;muon
32;6;8;0;muon
0;4;8;0;muon
39;4;8;0;muon
0;4;7;0;muon
34;4;8;0;muon
29;4;6;0;muon
24;4;8;0;muon
31;4;8;0;muon
20;4;7;0;electron
24;4;11;0;muon
0;5;9;1;muon
36;4;8;0;electron
29;4;8;0;muon
39;4;10;1;muon
37;4;10;0;muon
35;4;9;1;muon
34;3;8;0;electron
37;4;10;0;muon
32;4;8;1;muon
38;5;8;0;muon
22;5;7;0;muon
29;4;6;0;muon
20;6;8;0;muon
33;3;7;0;electron
25;4;8;0;electron
32;3;7;0;muon
40;4;8;0;muon
35;4;8;0;electron
39;6;8;0;electron
0;5;10;1;electron
23;4;7;0;electron
0;5;7;0;electron
0;3;8;0;muon
31;4;8;0;muon
33;5;9;0;muon
23;4;8;1;muon
27;3;6;0;electron
29;5;8;0;electron
9;5;12;0;electron
33;5;11;0;electron
32;4;8;0;electron
22;5;8;0;electron
33;5;8;0;muon
35;4;10;1;muon
28;4;10;0;muon
36;5;8;0;muon
15;4;8;0;muon
35;4;8;0;muon
26;4;9;0;muon
34;5;8;0;muon
35;4;10;0;muon
25;3;8;0;muon
33;5;10;0;muon
39;5;12;0;muon
24;5;8;0;muon
35;4;8;0;muon
29;4;11;0;electron
35;3;4;0;electron
0;4;8;0;electron
36;4;8;0;muon
32;4;8;0;muon
34;5;8;0;muon
25;4;10;0;muon
15;4;8;1;electron
35;5;8;0;electron
18;4;6;0;electron
28;4;8;0;muon
27;3;7;0;muon
29;5;8;0;electron
18;4;9;0;muon
37;4;7;1;muon
33;6;8;0;electron
24;3;8;0;electron
19;4;8;0;muon
32;4;10;1;muon
29;5;8;0;electron
32;4;8;0;muon
31;4;7;0;muon
0;4;6;0;electron
0;5;8;0;electron
33;4;8;0;electron
0;4;6;0;electron
35;2;10;0;muon
43;3;8;1;muon
34;3;10;0;muon
32;4;8;0;muon
37;5;10;0;electron
19;4;8;1;muon
41;3;8;0;muon
21;4;8;0;electron
33;4;10;1;muon
0;5;6;0;muon
35;4;9;0;electron
24;4;11;1;muon
0;6;10;0;muon
32;4;8;0;muon
0;6;8;0;muon
33;4;8;0;muon
10;5;9;0;muon
30;3;8;0;electron
34;4;8;0;electron
30;6;10;0;electron
10;4;8;0;electron
38;4;8;0;electron
27;4;8;0;muon
30;5;8;0;muon
35;2;7;0;electron
